Em que ano a criança/adolescente está na escola?,A criança/adolescente usa a Internet na escola?,"Nos últimos três meses, a criança/adolescente pesquisou coisas na Internet para fazer trabalhos na escola?",Com que frequência a criança/adolescente pesquisa coisas na Internet para fazer trabalhos da escola?,"Nos últimos três meses, a criança/adolescente mandou mensagens no Whatsapp, Snapchat ou chat do Facebook?","Com que frequência a criança/adolescente manda mensagens no Whatsapp, Snapchat ou chat do Facebook?","Nos últimos 12 meses, a criança/adolescente passou menos tempo que devia com a família, amigos ou fazendo lição de casa porque ficou muito tempo na Internet?","Com que frequência a criança/adolescente usa o Facebook, Instagram, Twitter ou outra rede social?",Ano,"Nos últimos três meses, a criança/adolescente pesquisou coisas na Internet para fazer trabalhos da escola?","Nos últimos três meses, a criança/adolescente usou o Facebook, Instagram, Twitter, TikTok ou outra rede social?","Com que frequência a criança/adolescente usa o Facebook, Instagram, Twitter, TikTok ou outra rede social?","Nos últimos três meses, a criança/adolescente usou o Facebook, Instagram, X, antigo Twitter, TikTok ou outra rede social?","Com que frequência a criança/adolescente usa o Facebook, Instagram, X, antigo Twitter, TikTok ou outra rede social?"
,Não,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não,,Menos de uma vez por mês,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por mês,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por mês,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Não,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Não sabe,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Pelo menos uma vez por mês,Sim,Pelo menos uma vez por semana,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por mês,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por semana,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por semana,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Não,Não se aplica,,
,Sim,,Pelo menos uma vez por mês,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por mês,,,2023,Não,Sim,Pelo menos uma vez por mês,,
,Não,,Menos de uma vez por mês,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por mês,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por mês,Sim,Pelo menos uma vez por semana,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Menos de uma vez por mês,Sim,Menos de uma vez por mês,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Pelo menos uma vez por semana,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por semana,,
,Não,,Pelo menos uma vez por mês,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por mês,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por mês,,,2023,Não,Sim,Pelo menos uma vez por dia,,
,Não,,Menos de uma vez por mês,Sim,Menos de uma vez por mês,,,2023,Sim,Sim,Menos de uma vez por mês,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por mês,,,2023,Sim,Sim,Pelo menos uma vez por semana,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Menos de uma vez por mês,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por semana,,,2023,Não,Sim,Pelo menos uma vez por semana,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não respondeu,Não respondeu,Não se aplica,,,2023,Sim,Não respondeu,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por semana,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por mês,,,2023,Não,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Não se aplica,Sim,Pelo menos uma vez por dia,,,2023,Não,Sim,Pelo menos uma vez por mês,,
,Sim,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por mês,,
,Não,,Pelo menos uma vez por mês,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por mês,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Menos de uma vez por mês,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Menos de uma vez por mês,,,2023,Sim,Sim,Pelo menos uma vez por mês,,
,Sim,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por dia,Não,Não se aplica,,,2023,Sim,Não,Não se aplica,,
,Não,,Mais de uma vez por dia,Sim,Pelo menos uma vez por mês,,,2023,Sim,Não,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por semana,Sim,Pelo menos uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Sim,,Pelo menos uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Pelo menos uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Pelo menos uma vez por mês,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Pelo menos uma vez por dia,,
,Sim,,Não se aplica,Sim,Mais de uma vez por dia,,,2023,Não,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por mês,Não,Não se aplica,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Não,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Não,Não se aplica,,
,Não,,Pelo menos uma vez por mês,Sim,Menos de uma vez por mês,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,,,2023,Não se aplica,Não se aplica,Não se aplica,,
,Não,,Não se aplica,Não,Não se aplica,,,2023,Não,Sim,Menos de uma vez por mês,,
,Não,,Mais de uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Sim,,Pelo menos uma vez por semana,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
,Não,,Pelo menos uma vez por dia,Sim,Mais de uma vez por dia,,,2023,Sim,Sim,Mais de uma vez por dia,,
